timestamp,load_mw,price_eur
2023-01-01 00:00:00,506.5998816237019,244.92345930450426
2023-01-01 00:15:00,514.0407385955681,244.1219583649133
2023-01-01 00:30:00,543.4989595399186,226.20977609649165
2023-01-01 00:45:00,565.1211353496166,219.5267046810292
2023-01-01 01:00:00,574.2831141836554,225.41606270198363
2023-01-01 01:15:00,575.0859823744279,214.72422278961383
2023-01-01 01:30:00,549.2597749466119,235.7121294345481
2023-01-01 01:45:00,550.1577275794452,235.83286072394074
2023-01-01 02:00:00,553.5225803285355,221.08513401800226
2023-01-01 02:15:00,545.7342393642332,227.34318866704098
2023-01-01 02:30:00,551.8851344312839,229.07792619469225
2023-01-01 02:45:00,590.445214145938,199.21908290448374
2023-01-01 03:00:00,589.9987916952709,208.3552829554017
2023-01-01 03:15:00,620.9045821423322,196.81763695775663
2023-01-01 03:30:00,610.9338879453935,194.72476159687625
2023-01-01 03:45:00,619.2399330589194,194.58157000325824
2023-01-01 04:00:00,625.137619300581,193.61596107425913
2023-01-01 04:15:00,618.7770703972997,204.8257201291238
2023-01-01 04:30:00,591.626274936535,215.3548812876676
2023-01-01 04:45:00,571.4368802074923,225.197685553232
2023-01-01 05:00:00,549.8472542820036,239.31580589215724
2023-01-01 05:15:00,549.9416688359195,226.10760885405082
2023-01-01 05:30:00,561.5155983805947,228.12589676707242
2023-01-01 05:45:00,566.8540506355039,225.10015935774175
2023-01-01 06:00:00,555.716811218357,226.99163396630144
2023-01-01 06:15:00,558.8776945693706,224.40496523533162
2023-01-01 06:30:00,553.09560989003,235.59594133790188
2023-01-01 06:45:00,556.8177568841662,233.18344086956108
2023-01-01 07:00:00,539.4830763892512,242.3365044982405
2023-01-01 07:15:00,525.4904093170998,247.60831676534534
2023-01-01 07:30:00,499.12449144684257,258.52821455230844
2023-01-01 07:45:00,483.38199345062765,280.1143574566939
2023-01-01 08:00:00,463.9588818053386,281.2459432053704
2023-01-01 08:15:00,446.3714338601545,286.0491921769948
2023-01-01 08:30:00,439.1309753561241,287.7120153986633
2023-01-01 08:45:00,440.5131107521024,302.44281533417103
2023-01-01 09:00:00,425.7491549415659,295.48694024388703
2023-01-01 09:15:00,451.1795481987678,294.5019118134437
2023-01-01 09:30:00,437.1465382796937,308.8766503268224
2023-01-01 09:45:00,458.2822073017327,286.1700905133687
2023-01-01 10:00:00,436.0427976304575,303.7737261511672
2023-01-01 10:15:00,425.33138549317226,304.54191415113854
2023-01-01 10:30:00,390.8343451983771,313.95609925841967
2023-01-01 10:45:00,393.04665946811116,321.7165013232931
2023-01-01 11:00:00,388.6205342555342,324.3933772112705
2023-01-01 11:15:00,376.4981955972659,325.95862364887034
2023-01-01 11:30:00,381.079344951358,327.6057526786883
2023-01-01 11:45:00,379.55447171601,330.5994400490578
2023-01-01 12:00:00,417.7619986085886,309.88745165021174
2023-01-01 12:15:00,429.7414008170782,315.85819760661667
2023-01-01 12:30:00,459.2463808138462,302.52499815787723
2023-01-01 12:45:00,430.0988914831357,307.41822227977894
2023-01-01 13:00:00,444.7142228358011,306.59590846715923
2023-01-01 13:15:00,446.2570592501093,296.0486790370941
2023-01-01 13:30:00,446.6106442218404,299.0646045866903
2023-01-01 13:45:00,425.04646087662604,313.59469448456105
2023-01-01 14:00:00,447.91962857570195,300.81654747000937
2023-01-01 14:15:00,463.98195381856226,290.4805927115571
2023-01-01 14:30:00,450.49053369672447,295.3074967815212
2023-01-01 14:45:00,478.3001021737062,279.27680454582395
2023-01-01 15:00:00,511.322495289191,269.46603952985953
2023-01-01 15:15:00,529.934535951189,255.5459936455819
2023-01-01 15:30:00,546.8006260931627,260.12613086348273
2023-01-01 15:45:00,566.6442358571476,242.63560993830328
2023-01-01 16:00:00,570.7349122506253,243.64970066625312
2023-01-01 16:15:00,558.9382986236931,241.47418672072757
2023-01-01 16:30:00,548.2826587478227,254.5006690108005
2023-01-01 16:45:00,559.0220350009208,248.89131616711995
2023-01-01 17:00:00,542.9784348767411,255.08551933023566
2023-01-01 17:15:00,553.7672211014878,248.96240132925138
2023-01-01 17:30:00,565.0793896406848,244.33381618594984
2023-01-01 17:45:00,573.6880425956166,246.92246482967755
2023-01-01 18:00:00,590.9463786261427,241.79306990477588
2023-01-01 18:15:00,619.5693034791577,224.4649063822213
2023-01-01 18:30:00,613.7099341170958,222.0102236578731
2023-01-01 18:45:00,608.6394486426668,228.95859784085084
2023-01-01 19:00:00,622.9962690683828,229.6344986060064
2023-01-01 19:15:00,619.5467040221174,225.84473281689696
2023-01-01 19:30:00,577.9697238723261,239.17208138003602
2023-01-01 19:45:00,585.9386573662396,238.9945320267716
2023-01-01 20:00:00,545.7093888619892,258.9198002096948
2023-01-01 20:15:00,559.1719680551573,257.17432243352624
2023-01-01 20:30:00,531.1516355666698,265.15445071240634
2023-01-01 20:45:00,545.6757043146768,255.99819093119265
2023-01-01 21:00:00,566.0370420839017,254.97826894249692
2023-01-01 21:15:00,566.1727044469519,258.9419877588508
2023-01-01 21:30:00,564.9150869648615,257.0312295042192
2023-01-01 21:45:00,561.0249903441131,267.7062904686924
2023-01-01 22:00:00,531.8445196861869,270.7391316648809
2023-01-01 22:15:00,505.47145413816895,280.2419508842503
2023-01-01 22:30:00,488.8778345224828,291.2214076086643
2023-01-01 22:45:00,464.8113598563301,296.2655381747379
2023-01-01 23:00:00,443.93676565326814,329.07953735295496
2023-01-01 23:15:00,459.93371960533784,304.64078712337204
2023-01-01 23:30:00,451.26392563236425,323.3404807372208
2023-01-01 23:45:00,440.40894189052693,320.3638872344499
