timestamp,load_mw,price_eur
2023-01-01 00:00:00,504.9671415301123,240.43957552469178
2023-01-01 01:00:00,508.7011990140986,243.5461738791239
2023-01-01 02:00:00,526.5417710332755,235.0155419007284
2023-01-01 03:00:00,545.0716790088444,223.45277414946972
2023-01-01 04:00:00,536.9721274675996,230.70750770787012
2023-01-01 05:00:00,546.0437944743016,
2023-01-01 06:00:00,572.7555388459705,
2023-01-01 07:00:00,572.6352986420998,
2023-01-01 08:00:00,567.6015122885965,217.48699580931557
2023-01-01 09:00:00,584.3201467202854,207.46769706102648
2023-01-01 10:00:00,580.0543794321737,200.37895420741793
2023-01-01 11:00:00,584.9619225672931,207.38646933910738
2023-01-01 12:00:00,596.0558952260889,202.2732034366607
2023-01-01 13:00:00,577.5659598243519,223.53323065025046
2023-01-01 14:00:00,581.5262909108781,208.27504972065535
2023-01-01 15:00:00,594.2223473976293,204.39656301285342
2023-01-01 16:00:00,589.7688059689915,204.94203816697802
2023-01-01 17:00:00,602.0730969773867,193.12006132320897
2023-01-01 18:00:00,587.8753541630202,211.776436991065
2023-01-01 19:00:00,579.8691281296602,213.82510109860377
2023-01-01 20:00:00,1000.0,201.5916435804597
2023-01-01 21:00:00,582.9729487891021,203.96658833147524
2023-01-01 22:00:00,580.1972877491842,216.9153276800884
2023-01-01 23:00:00,558.75514113551,213.61317411828358
2023-01-02 00:00:00,560.2951974230258,222.78668675748844
2023-01-02 01:00:00,558.9144844077559,231.49503592517192
2023-01-02 02:00:00,537.7722684846693,226.1611841320119
2023-01-02 03:00:00,544.0137292504063,225.16164672678298
2023-01-02 04:00:00,524.8145148498196,238.0909994005284
2023-01-02 05:00:00,518.1539173097866,238.4056630745257
2023-01-02 06:00:00,505.088937690119,239.70221399960985
2023-01-02 07:00:00,519.5507159691429,240.5674568894587
2023-01-02 08:00:00,490.8044130492799,249.28627490672952
2023-01-02 09:00:00,470.36609442289244,267.18491494172963
2023-01-02 10:00:00,479.36674324898866,255.71950720433665
2023-01-02 11:00:00,1000.0,283.0370998652484
2023-01-02 12:00:00,454.6056248678236,268.780921104407
